tpa = 290;tpv=500;;;;;;;;;
;;;;;;;;;;
dP = -17;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
date;gain (18h);isTp;gain sl (80);isTp;isSl;gain heure (19h);isTp;gain heure SL (18h) (80);isTp;isSl
05/02/11;0;0;0;0;0;0;0;0;0;0
06/02/11;0;0;0;0;0;0;0;0;0;0
07/02/11;47,421458;0;47,421458;0;0;32,602253;0;47,421458;0;0
08/02/11;-2,949273;0;-2,949273;0;0;-8,847818;0;-2,949273;0;0
09/02/11;-80,039526;0;-80,039526;0;0;-20,750988;0;-80,039526;0;0
10/02/11;-26,822968;0;-26,822968;0;0;-68,547586;0;-26,822968;0;0
11/02/11;111,613314;1;111,613314;1;0;114,584141;1;111,613314;1;0
12/02/11;0;0;0;0;0;0;0;0;0;0
13/02/11;0;0;0;0;0;0;0;0;0;0
14/02/11;110,370886;0;110,370886;0;0;65,625932;0;110,370886;0;0
15/02/11;-65,960424;0;-65,960424;0;0;-23,985609;0;-65,960424;0;0
16/02/11;15,028554;0;15,028554;0;0;24,045687;0;15,028554;0;0
17/02/11;-215,096594;0;-240;0;1;-241,983669;0;-240;0;1
18/02/11;-53,338601;0;-53,338601;0;0;-62,228368;0;-53,338601;0;0
19/02/11;0;0;0;0;0;0;0;0;0;0
20/02/11;0;0;0;0;0;0;0;0;0;0
21/02/11;106,719368;0;106,719368;0;0;100,790514;0;106,719368;0;0
22/02/11;-65,914311;0;-65,914311;0;0;-95,875362;0;-65,914311;0;0
23/02/11;128,460466;0;128,460466;0;0;167,297351;0;128,460466;0;0
24/02/11;-257,896841;0;-240;0;1;-242,902839;0;-240;0;1
25/02/11;-82,946578;0;-82,946578;0;0;-71,097067;0;-82,946578;0;0
26/02/11;0;0;0;0;0;0;0;0;0;0
27/02/11;0;0;0;0;0;0;0;0;0;0
28/02/11;-26,566959;0;-26,566959;0;0;-38,374496;0;-26,566959;0;0
29/2/2011;0;0;0;0;0;0;0;0;0;0
30/2/2011;0;0;0;0;0;0;0;0;0;0
31/2/2011;0;0;0;0;0;0;0;0;0;0
01/03/11;17,714792;0;17,714792;0;0;17,714792;0;17,714792;0;0
02/03/11;124,085397;1;124,085397;1;0;133,256452;1;124,085397;1;0
03/03/11;103,305785;0;103,305785;0;0;73,789847;0;103,305785;0;0
04/03/11;-50,365396;0;-50,365396;0;0;-32,589374;0;-50,365396;0;0
05/03/11;0;0;0;0;0;0;0;0;0;0
06/03/11;0;0;0;0;0;0;0;0;0;0
07/03/11;47,407407;0;47,407407;0;0;71,111111;0;47,407407;0;0
08/03/11;-11,865915;0;-11,865915;0;0;29,664788;0;-11,865915;0;0
09/03/11;-71,379003;0;-71,379003;0;0;-47,586002;0;-71,379003;0;0
10/03/11;-80,685327;0;-80,685327;0;0;-65,7436;0;-80,685327;0;0
11/03/11;123,139538;1;123,139538;1;0;124,07967;1;123,139538;1;0
12/03/11;0;0;0;0;0;0;0;0;0;0
13/03/11;0;0;0;0;0;0;0;0;0;0
14/03/11;8,924145;0;8,924145;0;0;-11,89886;0;8,924145;0;0
15/03/11;-123,568415;0;-240;0;1;-150,693189;0;-240;0;1
16/03/11;225,979158;1;225,979158;1;0;228,847893;1;225,979158;1;0
17/03/11;-33,584368;0;-33,584368;0;0;-67,168736;0;-33,584368;0;0
18/03/11;-105,878794;0;-105,878794;0;0;-157,305637;0;-105,878794;0;0
19/03/11;0;0;0;0;0;0;0;0;0;0
20/03/11;0;0;0;0;0;0;0;0;0;0
21/03/11;-29,892387;0;-29,892387;0;0;-32,881626;0;-29,892387;0;0
22/03/11;-68,41166;0;-68,41166;0;0;-80,30934;0;-68,41166;0;0
23/03/11;111,124333;1;111,124333;1;0;121,701786;1;111,124333;1;0
24/03/11;-237,013628;0;-240;0;1;-225,162947;0;-240;0;1
25/03/11;23,435211;0;23,435211;0;0;-29,294014;0;23,435211;0;0
26/03/11;0;0;0;0;0;0;0;0;0;0
27/03/11;0;0;0;0;0;0;0;0;0;0
28/03/11;-2,91914;0;-2,91914;0;0;-2,91914;0;-2,91914;0;0
29/03/11;14,627011;0;14,627011;0;0;17,552413;0;14,627011;0;0
30/03/11;-52,432275;0;-52,432275;0;0;-90,300029;0;-52,432275;0;0
31/03/11;-75,508228;0;-75,508228;0;0;-81,316554;0;-75,508228;0;0
01/04/11;-142,276423;0;-142,276423;0;0;-130,662021;0;-142,276423;0;0
02/04/11;0;0;0;0;0;0;0;0;0;0
03/04/11;0;0;0;0;0;0;0;0;0;0
04/04/11;112,662494;0;112,662494;0;0;101,107366;0;112,662494;0;0
05/04/11;31,933424;0;31,933424;0;0;20,32127;0;31,933424;0;0
06/04/11;-115,606936;0;-115,606936;0;0;-124,277457;0;-115,606936;0;0
07/04/11;8,605852;0;8,605852;0;0;-2,868617;0;8,605852;0;0
08/04/11;-19,95439;0;-19,95439;0;0;-31,356899;0;-19,95439;0;0
09/04/11;0;0;0;0;0;0;0;0;0;0
10/04/11;0;0;0;0;0;0;0;0;0;0
11/04/11;65,353287;0;65,353287;0;0;119,340784;0;65,353287;0;0
12/04/11;102,788744;1;102,788744;1;0;110,287169;1;102,788744;1;0
13/04/11;-31,458532;0;-31,458532;0;0;8,5796;0;-31,458532;0;0
14/04/11;159,813207;1;159,813207;1;0;167,140088;1;159,813207;1;0
15/04/11;-114,079285;0;-114,079285;0;0;-131,191178;0;-114,079285;0;0
16/04/11;0;0;0;0;0;0;0;0;0;0
17/04/11;0;0;0;0;0;0;0;0;0;0
18/04/11;175,726131;1;175,726131;1;0;192,283652;1;175,726131;1;0
19/04/11;117,564516;1;117,564516;1;0;126,251348;1;117,564516;1;0
20/04/11;-223,69042;0;-240;0;1;-175,554507;0;-240;0;1
21/04/11;33,472803;0;33,472803;0;0;27,894003;0;33,472803;0;0
22/04/11;25,134984;0;25,134984;0;0;19,549432;0;25,134984;0;0
23/04/11;0;0;0;0;0;0;0;0;0;0
24/04/11;0;0;0;0;0;0;0;0;0;0
25/04/11;36,380597;0;36,380597;0;0;41,977612;0;36,380597;0;0
26/04/11;-184,994861;0;-184,994861;0;0;-224,236195;0;-184,994861;0;0
27/04/11;80,414086;0;80,414086;0;0;13,864498;0;80,414086;0;0
28/04/11;54,990377;0;54,990377;0;0;71,48749;0;54,990377;0;0
29/04/11;-79,765288;0;-79,765288;0;0;-104,520033;0;-79,765288;0;0
30/04/11;0;0;0;0;0;0;0;0;0;0
31/4/2011;0;0;0;0;0;0;0;0;0;0
01/05/11;0;0;0;0;0;0;0;0;0;0
02/05/11;-93,269934;0;-93,269934;0;0;-74,067301;0;-93,269934;0;0
03/05/11;117,746736;1;117,746736;1;0;118,903881;1;117,746736;1;0
04/05/11;-237,788018;0;-240;0;1;-262,672811;0;-240;0;1
05/05/11;-212,627063;0;-240;0;1;-240,604308;0;-240;0;1
06/05/11;-145,726296;0;-240;0;1;-92,480149;0;-240;0;1
07/05/11;0;0;0;0;0;0;0;0;0;0
08/05/11;0;0;0;0;0;0;0;0;0;0
09/05/11;25,092937;0;25,092937;0;0;19,516729;0;25,092937;0;0
10/05/11;-108,715852;0;-108,715852;0;0;-75,264821;0;-108,715852;0;0
11/05/11;297,767183;1;297,767183;1;0;306,60492;1;297,767183;1;0
12/05/11;189,339659;1;189,339659;1;0;196,080852;1;189,339659;1;0
13/05/11;319,678544;1;319,678544;1;0;328,416607;1;319,678544;1;0
14/05/11;0;0;0;0;0;0;0;0;0;0
15/05/11;0;0;0;0;0;0;0;0;0;0
16/05/11;116,290063;0;116,290063;0;0;39,708802;0;116,290063;0;0
17/05/11;164,243912;0;164,243912;0;0;107,60808;0;164,243912;0;0
18/05/11;0;0;0;0;0;22,59887;0;0;0;0
19/05/11;101,408451;0;101,408451;0;0;25,352113;0;101,408451;0;0
20/05/11;28,153153;0;28,153153;0;0;-61,936937;0;28,153153;0;0
21/05/11;0;0;0;0;0;0;0;0;0;0
22/05/11;0;0;0;0;0;0;0;0;0;0
23/05/11;-153,612744;0;-153,612744;0;0;-113,787218;0;-153,612744;0;0
24/05/11;2,842524;0;2,842524;0;0;25,582717;0;2,842524;0;0
25/05/11;132,256898;1;132,256898;1;0;134,459672;1;132,256898;1;0
26/05/11;-2,834199;0;-2,834199;0;0;-70,854983;0;-2,834199;0;0
27/05/11;-70,204999;0;-70,204999;0;0;-58,972199;0;-70,204999;0;0
28/05/11;0;0;0;0;0;0;0;0;0;0
29/05/11;0;0;0;0;0;0;0;0;0;0
30/05/11;0;0;0;0;0;-2,808463;0;0;0;0
31/05/11;129,001366;1;129,001366;1;0;142,745557;1;129,001366;1;0
01/06/11;145,653;1;145,653;1;0;158,554586;1;145,653;1;0
02/06/11;84,118324;1;84,118324;1;0;94,666259;1;84,118324;1;0
03/06/11;157,761578;1;157,761578;1;0;178,494022;1;157,761578;1;0
04/06/11;0;0;0;0;0;0;0;0;0;0
05/06/11;0;0;0;0;0;0;0;0;0;0
06/06/11;55,803571;0;55,803571;0;0;64,174107;0;55,803571;0;0
07/06/11;105,459744;1;105,459744;1;0;118,41404;1;105,459744;1;0
08/06/11;-95,630977;0;-95,630977;0;0;-53,44084;0;-95,630977;0;0
09/06/11;101,45891;1;101,45891;1;0;105,873976;1;101,45891;1;0
10/06/11;172,843948;1;172,843948;1;0;183,68911;1;172,843948;1;0
11/06/11;0;0;0;0;0;0;0;0;0;0
12/06/11;0;0;0;0;0;0;0;0;0;0
13/06/11;11,360409;0;11,360409;0;0;56,802045;0;11,360409;0;0
14/06/11;-158,013544;0;-158,013544;0;0;-152,370203;0;-158,013544;0;0
15/06/11;197,011724;1;197,011724;1;0;214,923166;1;197,011724;1;0
16/06/11;-8,53647;0;-8,53647;0;0;11,38196;0;-8,53647;0;0
17/06/11;-210,546282;0;-240;0;1;-167,867982;0;-240;0;1
18/06/11;0;0;0;0;0;0;0;0;0;0
19/06/11;0;0;0;0;0;0;0;0;0;0
20/06/11;135,374778;1;135,374778;1;0;150,732673;1;135,374778;1;0
21/06/11;-62,41725;0;-62,41725;0;0;-36,88292;0;-62,41725;0;0
22/06/11;-53,738097;0;-53,738097;0;0;-53,738097;0;-53,738097;0;0
23/06/11;-184,834123;0;-240;0;1;-207,582938;0;-240;0;1
24/06/11;-2,85144;0;-2,85144;0;0;25,66296;0;-2,85144;0;0
25/06/11;0;0;0;0;0;0;0;0;0;0
26/06/11;0;0;0;0;0;0;0;0;0;0
27/06/11;46,052;0;46,052;0;0;8,63475;0;46,052;0;0
28/06/11;-212,582591;0;-240;0;1;-232,691755;0;-240;0;1
29/06/11;-255,198488;0;-240;0;1;-218,336484;0;-240;0;1
30/06/11;16,767583;0;16,767583;0;0;69,864928;0;16,767583;0;0
31/6/2011;0;0;0;0;0;0;0;0;0;0
01/07/11;-67,132867;0;-67,132867;0;0;-89,51049;0;-67,132867;0;0
02/07/11;0;0;0;0;0;0;0;0;0;0
03/07/11;0;0;0;0;0;0;0;0;0;0
04/07/11;25,137324;0;25,137324;0;0;22,344288;0;25,137324;0;0
05/07/11;33,695245;0;33,695245;0;0;42,119057;0;33,695245;0;0
06/07/11;146,773362;1;146,773362;1;0;151,133107;1;146,773362;1;0
07/07/11;-33,491488;0;-33,491488;0;0;-41,864359;0;-33,491488;0;0
08/07/11;144,59389;1;144,59389;1;0;144,580094;1;144,59389;1;0
09/07/11;0;0;0;0;0;0;0;0;0;0
10/07/11;0;0;0;0;0;0;0;0;0;0
11/07/11;-112,160015;0;-112,160015;0;0;-100,944013;0;-112,160015;0;0
12/07/11;101,871839;1;101,871839;1;0;102,178797;1;101,871839;1;0
13/07/11;-332,581736;0;-240;0;1;-343,855693;0;-240;0;1
14/07/11;-11,183597;0;-11,183597;0;0;27,958993;0;-11,183597;0;0
15/07/11;-25,306964;0;-25,306964;0;0;-67,485238;0;-25,306964;0;0
16/07/11;0;0;0;0;0;0;0;0;0;0
17/07/11;0;0;0;0;0;0;0;0;0;0
18/07/11;-93,405038;0;-93,405038;0;0;-67,930937;0;-93,405038;0;0
19/07/11;-177,681677;0;-177,681677;0;0;-222,807182;0;-177,681677;0;0
20/07/11;30,734842;0;30,734842;0;0;25,146689;0;30,734842;0;0
21/07/11;-290,665176;0;-240;0;1;-296,254891;0;-240;0;1
22/07/11;-33,219526;0;-33,219526;0;0;-44,292701;0;-33,219526;0;0
23/07/11;0;0;0;0;0;0;0;0;0;0
24/07/11;0;0;0;0;0;0;0;0;0;0
25/07/11;104,478871;1;104,478871;1;0;111,378931;1;104,478871;1;0
26/07/11;-32,942899;0;-32,942899;0;0;-49,414348;0;-32,942899;0;0
27/07/11;75,997467;0;75,997467;0;0;108,56781;0;75,997467;0;0
28/07/11;35,338891;0;35,338891;0;0;76,114534;0;35,338891;0;0
29/07/11;105,917148;1;105,917148;1;0;110,763929;1;105,917148;1;0
30/07/11;0;0;0;0;0;0;0;0;0;0
31/07/11;0;0;0;0;0;0;0;0;0;0
01/08/11;202,871513;1;202,871513;1;0;217,136731;1;202,871513;1;0
02/08/11;-132,279993;0;-132,279993;0;0;-209,443322;0;-132,279993;0;0
03/08/11;-58,675608;0;-58,675608;0;0;-67,057837;0;-58,675608;0;0
04/08/11;-502,479648;0;-240;0;1;-429,493777;0;-240;0;1
05/08/11;191,252191;1;191,252191;1;0;207,193375;1;191,252191;1;0
06/08/11;0;0;0;0;0;0;0;0;0;0
07/08/11;0;0;0;0;0;0;0;0;0;0
08/08/11;-28,982707;0;-28,982707;0;0;0;0;-28,982707;0;0
09/08/11;-85,068935;0;-240;0;1;-264,00704;0;-240;0;1
10/08/11;350,286746;1;350,286746;1;0;356,505697;1;350,286746;1;0
11/08/11;52,508751;0;52,508751;0;0;11,668611;0;52,508751;0;0
12/08/11;-174,876129;0;-174,876129;0;0;-125,327893;0;-174,876129;0;0
13/08/11;0;0;0;0;0;0;0;0;0;0
14/08/11;0;0;0;0;0;0;0;0;0;0
15/08/11;-175,674378;0;-175,674378;0;0;-184,314102;0;-175,674378;0;0
16/08/11;-135,031603;0;-135,031603;0;0;2,873013;0;-135,031603;0;0
17/08/11;-197,74551;0;-240;0;1;-177,684371;0;-240;0;1
18/08/11;-263,308529;0;-240;0;1;-277,618775;0;-240;0;1
19/08/11;242,045309;1;242,045309;1;0;251,681126;1;242,045309;1;0
20/08/11;0;0;0;0;0;0;0;0;0;0
21/08/11;0;0;0;0;0;0;0;0;0;0
22/08/11;101,136583;0;101,136583;0;0;176,266615;0;101,136583;0;0
23/08/11;-94,537815;0;-94,537815;0;0;-77,349121;0;-94,537815;0;0
24/08/11;51,511972;0;51,511972;0;0;45,788419;0;51,511972;0;0
25/08/11;174,010095;1;174,010095;1;0;175,46066;1;174,010095;1;0
26/08/11;-231,494713;0;-240;0;1;-228,636753;0;-240;0;1
27/08/11;0;0;0;0;0;0;0;0;0;0
28/08/11;0;0;0;0;0;0;0;0;0;0
29/08/11;-28,280543;0;-28,280543;0;0;-16,968326;0;-28,280543;0;0
30/08/11;-76,06348;0;-76,06348;0;0;-50,708987;0;-76,06348;0;0
31/08/11;-58,988764;0;-58,988764;0;0;-92,696629;0;-58,988764;0;0
01/09/11;-81,17186;0;-81,17186;0;0;-106,363127;0;-81,17186;0;0
02/09/11;-72,890384;0;-72,890384;0;0;-95,318195;0;-72,890384;0;0
03/09/11;0;0;0;0;0;0;0;0;0;0
04/09/11;0;0;0;0;0;0;0;0;0;0
05/09/11;-25,551244;0;-25,551244;0;0;-31,229299;0;-25,551244;0;0
06/09/11;93,936806;0;93,936806;0;0;91,090236;0;93,936806;0;0
07/09/11;-19,805715;0;-19,805715;0;0;-59,417146;0;-19,805715;0;0
08/09/11;-84,961767;0;-84,961767;0;0;129,309929;1;-84,961767;0;0
09/09/11;221,291994;1;221,291994;1;0;218,756845;1;221,291994;1;0
10/09/11;0;0;0;0;0;0;0;0;0;0
11/09/11;0;0;0;0;0;0;0;0;0;0
12/09/11;157,563483;1;157,563483;1;0;157,39509;1;157,563483;1;0
13/09/11;89,907193;0;89,907193;0;0;66,705336;0;89,907193;0;0
14/09/11;155,185187;1;155,185187;1;0;154,332145;1;155,185187;1;0
15/09/11;180,929666;1;180,929666;1;0;177,944544;1;180,929666;1;0
16/09/11;-130,662021;0;-130,662021;0;0;-130,662021;0;-130,662021;0;0
17/09/11;0;0;0;0;0;0;0;0;0;0
18/09/11;0;0;0;0;0;0;0;0;0;0
19/09/11;-73,235036;0;-73,235036;0;0;-172,834684;0;-73,235036;0;0
20/09/11;-229,231975;0;-240;0;1;-208,659875;0;-240;0;1
21/09/11;207,198444;0;207,198444;0;0;215,953307;0;207,198444;0;0
22/09/11;-751,722072;0;-240;0;1;-676,849356;0;-240;0;1
23/09/11;389,900085;1;389,900085;1;0;-152,5941;0;389,900085;1;0
24/09/11;0;0;0;0;0;0;0;0;0;0
25/09/11;0;0;0;0;0;0;0;0;0;0
26/09/11;257,742009;1;257,742009;1;0;255,303259;1;257,742009;1;0
27/09/11;-249,113924;0;-240;0;1;-215,696203;0;-240;0;1
28/09/11;54,628225;0;54,628225;0;0;-39,453718;0;54,628225;0;0
29/09/11;88,884348;0;88,884348;0;0;-18,389865;0;88,884348;0;0
30/09/11;58,611825;0;58,611825;0;0;-27,763496;0;58,611825;0;0
31/9/2011;0;0;0;0;0;0;0;0;0;0
01/10/11;0;0;0;0;0;0;0;0;0;0
02/10/11;0;0;0;0;0;0;0;0;0;0
03/10/11;49,844237;0;49,844237;0;0;-80,996885;0;49,844237;0;0
04/10/11;-223,528177;0;-240;0;1;-223,528177;0;-240;0;1
05/10/11;-207,199665;0;-207,199665;0;0;-182,084554;0;-207,199665;0;0
06/10/11;-71,30309;0;-71,30309;0;0;-71,30309;0;-71,30309;0;0
07/10/11;-100,989493;0;-100,989493;0;0;140,773233;0;-100,989493;0;0
08/10/11;0;0;0;0;0;0;0;0;0;0
09/10/11;0;0;0;0;0;0;0;0;0;0
10/10/11;-515,873016;0;-240;0;1;-540,29304;0;-240;0;1
11/10/11;-120,736493;0;-120,736493;0;0;-57,349834;0;-120,736493;0;0
12/10/11;-565,30019;0;-240;0;1;-655,507668;0;-240;0;1
13/10/11;103,102907;0;103,102907;0;0;111,940299;0;103,102907;0;0
14/10/11;-246,792675;0;-240;0;1;-258,544707;0;-240;0;1
15/10/11;0;0;0;0;0;0;0;0;0;0
16/10/11;0;0;0;0;0;0;0;0;0;0
17/10/11;241,27907;0;241,27907;0;0;308,139535;0;241,27907;0;0
18/10/11;150,516478;0;150,516478;0;0;212,493851;0;150,516478;0;0
19/10/11;72,843823;0;72,843823;0;0;40,792541;0;72,843823;0;0
20/10/11;230,508728;1;230,508728;1;0;249,193301;1;230,508728;1;0
21/10/11;-302,200489;0;-240;0;1;-296,332518;0;-240;0;1
22/10/11;0;0;0;0;0;0;0;0;0;0
23/10/11;0;0;0;0;0;0;0;0;0;0
24/10/11;-103,716508;0;-103,716508;0;0;-103,716508;0;-103,716508;0;0
25/10/11;14,356815;0;14,356815;0;0;-2,871363;0;14,356815;0;0
26/10/11;-106,926115;0;-106,926115;0;0;-106,926115;0;-106,926115;0;0
27/10/11;-421,332321;0;-240;0;1;-481,115961;0;-240;0;1
28/10/11;-101,218369;0;-101,218369;0;0;-123,71134;0;-101,218369;0;0
29/10/11;0;0;0;0;0;0;0;0;0;0
30/10/11;0;0;0;0;0;0;0;0;0;0
31/10/11;36,91434;0;36,91434;0;0;90,866067;0;36,91434;0;0
01/11/11;-262,323436;0;-240;0;1;-167,195157;0;-240;0;1
02/11/11;239,423077;0;239,423077;0;0;289,696649;1;239,423077;0;0
03/11/11;173,568979;1;173,568979;1;0;187,341011;1;173,568979;1;0
04/11/11;135,707411;0;135,707411;0;0;-5,774783;0;135,707411;0;0
05/11/11;0;0;0;0;0;0;0;0;0;0
06/11/11;0;0;0;0;0;0;0;0;0;0
07/11/11;192,326734;1;192,326734;1;0;205,421371;1;192,326734;1;0
08/11/11;210,650726;1;210,650726;1;0;142,871027;0;210,650726;1;0
09/11/11;322,781003;1;322,781003;1;0;338,039216;1;322,781003;1;0
10/11/11;212,367771;1;212,367771;1;0;211,242816;1;212,367771;1;0
11/11/11;-506,967092;0;-240;0;1;206,898723;1;-240;0;1
12/11/11;0;0;0;0;0;0;0;0;0;0
13/11/11;0;0;0;0;0;0;0;0;0;0
14/11/11;248,223498;0;248,223498;0;0;306,629028;0;248,223498;0;0
15/11/11;-97,259063;0;-97,259063;0;0;5,894489;0;-97,259063;0;0
16/11/11;242,580344;1;242,580344;1;0;248,650971;1;242,580344;1;0
17/11/11;-107,057891;0;-107,057891;0;0;-267,644726;0;-107,057891;0;0
18/11/11;175,956644;1;175,956644;1;0;196,961751;1;175,956644;1;0
19/11/11;0;0;0;0;0;0;0;0;0;0
20/11/11;0;0;0;0;0;0;0;0;0;0
21/11/11;-340,532396;0;-240;0;1;-361,627323;0;-240;0;1
22/11/11;103,332996;0;103,332996;0;0;42,548881;0;103,332996;0;0
23/11/11;-209,187859;0;-240;0;1;-144,585726;0;-240;0;1
24/11/11;0;0;0;0;0;33,901788;0;0;0;0
25/11/11;217,273543;1;217,273543;1;0;6,184929;0;217,273543;1;0
26/11/11;0;0;0;0;0;0;0;0;0;0
27/11/11;0;0;0;0;0;0;0;0;0;0
28/11/11;-243,828101;0;-240;0;1;-158,488266;0;-240;0;1
29/11/11;-202,01005;0;-240;0;1;-205,025126;0;-240;0;1
30/11/11;247,946776;1;247,946776;1;0;242,517251;1;247,946776;1;0
31/11/2011;0;0;0;0;0;0;0;0;0;0
01/12/11;-114,897378;0;-114,897378;0;0;-70,706079;0;-114,897378;0;0
02/12/11;90,767129;0;90,767129;0;0;67,343354;0;90,767129;0;0
03/12/11;0;0;0;0;0;0;0;0;0;0
04/12/11;0;0;0;0;0;0;0;0;0;0
05/12/11;-164,617893;0;-164,617893;0;0;-158,759605;0;-164,617893;0;0
06/12/11;220,606641;1;220,606641;1;0;225,530635;1;220,606641;1;0
07/12/11;50,751057;0;50,751057;0;0;-12,833601;0;50,751057;0;0
08/12/11;273,006388;1;-240;0;1;283,295587;1;-240;0;1
09/12/11;170,90499;1;170,90499;1;0;183,515612;1;170,90499;1;0
10/12/11;0;0;0;0;0;0;0;0;0;0
11/12/11;0;0;0;0;0;0;0;0;0;0
12/12/11;264,01632;0;264,01632;0;0;223,216485;0;264,01632;0;0
13/12/11;40,070841;0;40,070841;0;0;108,042861;0;40,070841;0;0
14/12/11;-309,126889;0;-240;0;1;-253,957784;0;-240;0;1
15/12/11;54,137976;0;54,137976;0;0;29,639786;0;54,137976;0;0
16/12/11;79,015362;0;79,015362;0;0;100,646945;0;79,015362;0;0
17/12/11;0;0;0;0;0;0;0;0;0;0
18/12/11;0;0;0;0;0;0;0;0;0;0
19/12/11;-49,863505;0;-49,863505;0;0;-2,719828;0;-49,863505;0;0
20/12/11;-372,642695;0;-240;0;1;-393,160674;0;-240;0;1
21/12/11;299,382064;1;299,382064;1;0;334,415149;1;299,382064;1;0
22/12/11;149,2922;0;149,2922;0;0;148,400016;0;149,2922;0;0
23/12/11;71,385729;0;71,385729;0;0;15,339082;0;71,385729;0;0
24/12/11;0;0;0;0;0;0;0;0;0;0
25/12/11;0;0;0;0;0;0;0;0;0;0
26/12/11;8,854607;0;8,854607;0;0;3,541843;0;8,854607;0;0
27/12/11;-27,781335;0;-27,781335;0;0;-14,48176;0;-27,781335;0;0
28/12/11;96,598117;1;96,598117;1;0;97,000893;1;96,598117;1;0
29/12/11;63,981328;1;63,981328;1;0;66,054879;1;63,981328;1;0
30/12/11;-287,611709;0;-240;0;1;-305,938458;0;-240;0;1
31/12/11;0;0;0;0;0;0;0;0;0;0
01/01/12;0;0;0;0;0;0;0;0;0;0
02/01/12;-12,9223;0;-12,9223;0;0;-17,033941;0;-12,9223;0;0
03/01/12;-233,648944;0;-240;0;1;-184,12236;0;-240;0;1
04/01/12;16,808996;0;16,808996;0;0;-27,531976;0;16,808996;0;0
05/01/12;154,935709;1;154,935709;1;0;164,450509;1;154,935709;1;0
06/01/12;97,9863;1;97,9863;1;0;102,633885;1;97,9863;1;0
07/01/12;0;0;0;0;0;0;0;0;0;0
08/01/12;0;0;0;0;0;0;0;0;0;0
09/01/12;101,23222;1;101,23222;1;0;103,695616;1;101,23222;1;0
10/01/12;-99,723961;0;-99,723961;0;0;-75,813538;0;-99,723961;0;0
11/01/12;16,308938;0;16,308938;0;0;11,066779;0;16,308938;0;0
12/01/12;-40,798088;0;-40,798088;0;0;-91,212869;0;-40,798088;0;0
13/01/12;204,77145;1;204,77145;1;0;199,243878;1;204,77145;1;0
14/01/12;0;0;0;0;0;0;0;0;0;0
15/01/12;0;0;0;0;0;0;0;0;0;0
16/01/12;-104,934853;0;-104,934853;0;0;-99,396625;0;-104,934853;0;0
17/01/12;79,186063;0;79,186063;0;0;103,949705;0;79,186063;0;0
18/01/12;8,943942;0;8,943942;0;0;-54,240679;0;8,943942;0;0
19/01/12;-106,660757;0;-106,660757;0;0;136,139634;1;-106,660757;0;0
20/01/12;-142,21011;0;-142,21011;0;0;-141,922235;0;-142,21011;0;0
21/01/12;0;0;0;0;0;0;0;0;0;0
22/01/12;0;0;0;0;0;0;0;0;0;0
23/01/12;-105,771705;0;-105,771705;0;0;-95,194534;0;-105,771705;0;0
24/01/12;-98,529202;0;-98,529202;0;0;-77,10981;0;-98,529202;0;0
25/01/12;223,640813;1;223,640813;1;0;227,29171;1;223,640813;1;0
26/01/12;-27,915633;0;-27,915633;0;0;6,48545;0;-27,915633;0;0
27/01/12;143,576559;1;143,576559;1;0;149,276154;1;143,576559;1;0
28/01/12;0;0;0;0;0;0;0;0;0;0
29/01/12;0;0;0;0;0;0;0;0;0;0
30/01/12;76,695104;0;76,695104;0;0;61,072027;0;76,695104;0;0
31/01/12;86,678274;0;86,678274;0;0;77,361065;0;86,678274;0;0
01/02/12;136,002694;1;136,002694;1;0;150,135271;1;136,002694;1;0
02/02/12;40,809101;0;40,809101;0;0;62,611223;0;40,809101;0;0
03/02/12;138,433858;1;138,433858;1;0;-246,58226;0;138,433858;1;0
04/02/12;0;0;0;0;0;0;0;0;0;0
05/02/12;0;0;0;0;0;0;0;0;0;0
06/02/12;-19,842933;0;-19,842933;0;0;-2,515301;0;-19,842933;0;0
07/02/12;25,814451;0;25,814451;0;0;18,875082;0;25,814451;0;0
08/02/12;126,900272;0;126,900272;0;0;84,507823;0;126,900272;0;0
09/02/12;-1,387925;0;-1,387925;0;0;17,210271;0;-1,387925;0;0
10/02/12;-58,067774;0;-58,067774;0;0;-53,018402;0;-58,067774;0;0
11/02/12;0;0;0;0;0;0;0;0;0;0
12/02/12;0;0;0;0;0;0;0;0;0;0
13/02/12;11,16944;0;11,16944;0;0;-1,39618;0;11,16944;0;0
14/02/12;102,285181;1;102,285181;1;0;99,550345;1;102,285181;1;0
15/02/12;-9,500745;0;-9,500745;0;0;80,197466;0;-9,500745;0;0
16/02/12;108,356439;1;108,356439;1;0;108,035257;1;108,356439;1;0
17/02/12;187,85711;0;187,85711;0;0;154,68946;0;187,85711;0;0
18/02/12;0;0;0;0;0;0;0;0;0;0
19/02/12;0;0;0;0;0;0;0;0;0;0
20/02/12;1,951981;0;1,951981;0;0;43,222442;0;1,951981;0;0
21/02/12;-87,845273;0;-87,845273;0;0;-114,982188;0;-87,845273;0;0
22/02/12;147,77218;0;147,77218;0;0;147,77218;0;147,77218;0;0
23/02/12;-58,248056;0;-58,248056;0;0;-52,338833;0;-58,248056;0;0
24/02/12;22,407917;0;22,407917;0;0;8,683068;0;22,407917;0;0
25/02/12;0;0;0;0;0;0;0;0;0;0
26/02/12;0;0;0;0;0;0;0;0;0;0
27/02/12;99,710239;1;99,710239;1;0;99,780546;1;99,710239;1;0
