!!!! ATTENTION !!!! : La journée affiche par default une vente

strategie: MAX
dP= -112, tpa= 304, tpv=362

gain total;meilleur slA;meilleur slV
15686.91;210;10

date;type;gain;isSl;isTp
22/3/2010;V;-30.00;1;0
23/3/2010;V;-30.00;1;0
24/3/2010;V;-30.00;1;0
25/3/2010;V;-30.00;1;0
26/3/2010;V;-30.00;1;0
27/3/2010;V;0.00;0;0
28/3/2010;V;0.00;0;0
29/3/2010;V;-30.00;1;0
30/3/2010;V;126.70;0;1
31/3/2010;V;-30.00;1;0
1/4/2010;V;-30.00;1;0
2/4/2010;V;159.80;0;1
3/4/2010;V;0.00;0;0
4/4/2010;V;0.00;0;0
5/4/2010;V;-30.00;1;0
6/4/2010;V;127.29;0;0
7/4/2010;V;-30.00;1;0
8/4/2010;V;-30.00;1;0
9/4/2010;V;-30.00;1;0
10/4/2010;V;0.00;0;0
11/4/2010;V;0.00;0;0
12/4/2010;V;99.02;0;0
13/4/2010;V;-30.00;1;0
14/4/2010;V;-30.00;1;0
15/4/2010;V;144.95;0;1
16/4/2010;V;-30.00;1;0
17/4/2010;V;0.00;0;0
18/4/2010;V;0.00;0;0
19/4/2010;V;-30.00;1;0
20/4/2010;V;-30.00;1;0
21/4/2010;V;146.25;0;1
22/4/2010;V;157.47;0;1
23/4/2010;V;-30.00;1;0
24/4/2010;V;0.00;0;0
25/4/2010;V;0.00;0;0
26/4/2010;V;190.85;0;1
27/4/2010;V;-30.00;1;0
28/4/2010;V;-30.00;1;0
29/4/2010;V;-30.00;1;0
30/4/2010;V;-30.00;1;0
31/4/2010;V;0.00;0;0
1/5/2010;V;0.00;0;0
2/5/2010;V;0.00;0;0
3/5/2010;V;-30.00;1;0
4/5/2010;V;183.42;0;1
5/5/2010;V;193.16;0;1
6/5/2010;A;177.53;0;1
7/5/2010;V;-30.00;1;0
8/5/2010;V;0.00;0;0
9/5/2010;V;0.00;0;0
10/5/2010;V;-30.00;1;0
11/5/2010;A;21.25;0;0
12/5/2010;V;-30.00;1;0
13/5/2010;V;-30.00;1;0
14/5/2010;V;261.09;0;1
15/5/2010;V;0.00;0;0
16/5/2010;V;0.00;0;0
17/5/2010;A;224.73;0;1
18/5/2010;V;-30.00;1;0
19/5/2010;A;206.10;0;1
20/5/2010;V;-30.00;1;0
21/5/2010;V;-30.00;1;0
22/5/2010;V;0.00;0;0
23/5/2010;V;0.00;0;0
24/5/2010;V;-30.00;1;0
25/5/2010;A;19.55;0;0
26/5/2010;V;-30.00;1;0
27/5/2010;V;-30.00;1;0
28/5/2010;V;-30.00;1;0
29/5/2010;V;0.00;0;0
30/5/2010;V;0.00;0;0
31/5/2010;V;-30.00;1;0
1/6/2010;V;236.94;0;1
2/6/2010;V;-30.00;1;0
3/6/2010;V;-30.00;1;0
4/6/2010;V;-30.00;1;0
5/6/2010;V;0.00;0;0
6/6/2010;V;0.00;0;0
7/6/2010;V;-30.00;1;0
8/6/2010;V;-30.00;1;0
9/6/2010;V;-30.00;1;0
10/6/2010;V;-30.00;1;0
11/6/2010;V;-30.00;1;0
12/6/2010;V;0.00;0;0
13/6/2010;V;0.00;0;0
14/6/2010;V;-30.00;1;0
15/6/2010;V;-30.00;1;0
16/6/2010;V;38.89;0;0
17/6/2010;V;-30.00;1;0
18/6/2010;V;-30.00;1;0
19/6/2010;V;0.00;0;0
20/6/2010;V;0.00;0;0
21/6/2010;V;226.62;0;1
22/6/2010;V;-30.00;1;0
23/6/2010;V;-30.00;1;0
24/6/2010;V;-30.00;1;0
25/6/2010;V;169.16;0;1
26/6/2010;V;0.00;0;0
27/6/2010;V;0.00;0;0
28/6/2010;V;-30.00;1;0
29/6/2010;V;176.28;0;1
30/6/2010;V;-30.00;1;0
31/6/2010;V;0.00;0;0
1/7/2010;V;-30.00;1;0
2/7/2010;V;-30.00;1;0
3/7/2010;V;0.00;0;0
4/7/2010;V;0.00;0;0
5/7/2010;V;-30.00;1;0
6/7/2010;V;-30.00;1;0
7/7/2010;V;-30.00;1;0
8/7/2010;V;-30.00;1;0
9/7/2010;V;154.05;0;1
10/7/2010;V;0.00;0;0
11/7/2010;V;0.00;0;0
12/7/2010;V;50.04;0;0
13/7/2010;V;-30.00;1;0
14/7/2010;V;-30.00;1;0
15/7/2010;V;-30.00;1;0
16/7/2010;V;-30.00;1;0
17/7/2010;V;0.00;0;0
18/7/2010;V;0.00;0;0
19/7/2010;V;-30.00;1;0
20/7/2010;V;177.00;0;1
21/7/2010;V;-30.00;1;0
22/7/2010;V;-30.00;1;0
23/7/2010;V;-30.00;1;0
24/7/2010;V;0.00;0;0
25/7/2010;V;0.00;0;0
26/7/2010;V;-30.00;1;0
27/7/2010;V;-30.00;1;0
28/7/2010;V;-30.00;1;0
29/7/2010;V;-30.00;1;0
30/7/2010;V;162.59;0;1
31/7/2010;V;0.00;0;0
1/8/2010;V;0.00;0;0
2/8/2010;V;-30.00;1;0
3/8/2010;V;-30.00;1;0
4/8/2010;V;162.08;0;1
5/8/2010;V;-30.00;1;0
6/8/2010;V;-30.00;1;0
7/8/2010;V;0.00;0;0
8/8/2010;V;0.00;0;0
9/8/2010;V;119.63;0;0
10/8/2010;V;-30.00;1;0
11/8/2010;V;-30.00;1;0
12/8/2010;V;-30.00;1;0
13/8/2010;V;-30.00;1;0
14/8/2010;V;0.00;0;0
15/8/2010;V;0.00;0;0
16/8/2010;V;-30.00;1;0
17/8/2010;V;-30.00;1;0
18/8/2010;V;-30.00;1;0
19/8/2010;V;-30.00;1;0
20/8/2010;V;-30.00;1;0
21/8/2010;V;0.00;0;0
22/8/2010;V;0.00;0;0
23/8/2010;V;117.99;0;0
24/8/2010;V;-30.00;1;0
25/8/2010;V;-30.00;1;0
26/8/2010;V;-30.00;1;0
27/8/2010;V;-30.00;1;0
28/8/2010;V;0.00;0;0
29/8/2010;V;0.00;0;0
30/8/2010;V;-30.00;1;0
31/8/2010;V;-30.00;1;0
1/9/2010;V;-30.00;1;0
2/9/2010;V;-30.00;1;0
3/9/2010;V;-30.00;1;0
4/9/2010;V;0.00;0;0
5/9/2010;V;0.00;0;0
6/9/2010;V;51.12;0;0
7/9/2010;V;141.32;0;1
8/9/2010;V;139.66;0;1
9/9/2010;V;-30.00;1;0
10/9/2010;V;-30.00;1;0
11/9/2010;V;0.00;0;0
12/9/2010;V;0.00;0;0
13/9/2010;V;-30.00;1;0
14/9/2010;V;-30.00;1;0
15/9/2010;V;-30.00;1;0
16/9/2010;V;-30.00;1;0
17/9/2010;V;-30.00;1;0
18/9/2010;V;0.00;0;0
19/9/2010;V;0.00;0;0
20/9/2010;V;-30.00;1;0
21/9/2010;V;-30.00;1;0
22/9/2010;V;-30.00;1;0
23/9/2010;V;208.16;0;1
24/9/2010;V;-30.00;1;0
25/9/2010;V;0.00;0;0
26/9/2010;V;0.00;0;0
27/9/2010;V;-30.00;1;0
28/9/2010;V;-30.00;1;0
29/9/2010;V;-30.00;1;0
30/9/2010;V;-30.00;1;0
31/9/2010;V;0.00;0;0
1/10/2010;V;-30.00;1;0
2/10/2010;V;0.00;0;0
3/10/2010;V;0.00;0;0
4/10/2010;V;162.96;0;1
5/10/2010;V;-30.00;1;0
6/10/2010;V;-30.00;1;0
7/10/2010;V;-30.00;1;0
8/10/2010;V;-30.00;1;0
9/10/2010;V;0.00;0;0
10/10/2010;V;0.00;0;0
11/10/2010;V;-30.00;1;0
12/10/2010;V;-30.00;1;0
13/10/2010;V;-30.00;1;0
14/10/2010;V;-30.00;1;0
15/10/2010;V;-30.00;1;0
16/10/2010;V;0.00;0;0
17/10/2010;V;0.00;0;0
18/10/2010;A;122.47;0;1
19/10/2010;V;-30.00;1;0
20/10/2010;V;-30.00;1;0
21/10/2010;V;-30.00;1;0
22/10/2010;V;-30.00;1;0
23/10/2010;V;0.00;0;0
24/10/2010;V;0.00;0;0
25/10/2010;V;223.50;0;1
26/10/2010;V;-30.00;1;0
27/10/2010;V;-30.00;1;0
28/10/2010;V;-30.00;1;0
29/10/2010;V;-30.00;1;0
30/10/2010;V;0.00;0;0
31/10/2010;V;0.00;0;0
1/11/2010;V;-30.00;1;0
2/11/2010;V;-30.00;1;0
3/11/2010;V;-30.00;1;0
4/11/2010;V;-30.00;1;0
5/11/2010;V;-30.00;1;0
6/11/2010;V;0.00;0;0
7/11/2010;V;0.00;0;0
8/11/2010;V;96.65;0;0
9/11/2010;V;-30.00;1;0
10/11/2010;V;-30.00;1;0
11/11/2010;V;216.16;0;1
12/11/2010;V;-30.00;1;0
13/11/2010;V;0.00;0;0
14/11/2010;V;0.00;0;0
15/11/2010;V;98.80;0;0
16/11/2010;V;-30.00;1;0
17/11/2010;V;-30.00;1;0
18/11/2010;V;-30.00;1;0
19/11/2010;V;-30.00;1;0
20/11/2010;V;0.00;0;0
21/11/2010;V;0.00;0;0
22/11/2010;V;-30.00;1;0
23/11/2010;V;-30.00;1;0
24/11/2010;V;241.37;0;1
25/11/2010;V;-30.00;1;0
26/11/2010;V;-30.00;1;0
27/11/2010;V;0.00;0;0
28/11/2010;V;0.00;0;0
29/11/2010;V;232.36;0;1
30/11/2010;V;-30.00;1;0
31/11/2010;V;0.00;0;0
1/12/2010;V;-30.00;1;0
2/12/2010;V;-30.00;1;0
3/12/2010;V;-30.00;1;0
4/12/2010;V;0.00;0;0
5/12/2010;V;0.00;0;0
6/12/2010;V;266.59;0;1
7/12/2010;V;-30.00;1;0
8/12/2010;V;-30.00;1;0
9/12/2010;V;190.89;0;1
10/12/2010;V;187.44;0;1
11/12/2010;V;0.00;0;0
12/12/2010;V;0.00;0;0
13/12/2010;V;-30.00;1;0
14/12/2010;V;-30.00;1;0
15/12/2010;V;-30.00;1;0
16/12/2010;V;-30.00;1;0
17/12/2010;V;-30.00;1;0
18/12/2010;V;0.00;0;0
19/12/2010;V;0.00;0;0
20/12/2010;V;-30.00;1;0
21/12/2010;V;125.17;0;0
22/12/2010;V;-30.00;1;0
23/12/2010;V;173.01;0;1
24/12/2010;V;43.40;0;0
25/12/2010;V;0.00;0;0
26/12/2010;V;0.00;0;0
27/12/2010;V;22.81;0;0
28/12/2010;V;-30.00;1;0
29/12/2010;V;-30.00;1;0
30/12/2010;V;-30.00;1;0
31/12/2010;V;-30.00;1;0
1/1/2011;V;0.00;0;0
2/1/2011;V;0.00;0;0
3/1/2011;V;-30.00;1;0
4/1/2011;V;-30.00;1;0
5/1/2011;V;164.38;0;1
6/1/2011;V;-30.00;1;0
7/1/2011;V;-30.00;1;0
8/1/2011;V;0.00;0;0
9/1/2011;V;0.00;0;0
10/1/2011;V;-30.00;1;0
11/1/2011;V;-30.00;1;0
12/1/2011;V;-30.00;1;0
13/1/2011;V;-30.00;1;0
14/1/2011;V;-30.00;1;0
15/1/2011;V;0.00;0;0
16/1/2011;V;0.00;0;0
17/1/2011;V;-30.00;1;0
18/1/2011;V;-30.00;1;0
19/1/2011;V;-30.00;1;0
20/1/2011;V;-30.00;1;0
21/1/2011;V;-30.00;1;0
22/1/2011;V;0.00;0;0
23/1/2011;V;0.00;0;0
24/1/2011;V;-30.00;1;0
25/1/2011;V;-30.00;1;0
26/1/2011;V;-30.00;1;0
27/1/2011;V;-30.00;1;0
28/1/2011;V;-30.00;1;0
29/1/2011;V;0.00;0;0
30/1/2011;V;0.00;0;0
31/1/2011;V;-30.00;1;0
1/2/2011;V;-30.00;1;0
2/2/2011;V;-30.00;1;0
3/2/2011;V;207.17;0;1
4/2/2011;V;-30.00;1;0
5/2/2011;V;0.00;0;0
6/2/2011;V;0.00;0;0
7/2/2011;V;-30.00;1;0
8/2/2011;V;-30.00;1;0
9/2/2011;V;-30.00;1;0
10/2/2011;V;219.51;0;1
11/2/2011;V;110.57;0;0
12/2/2011;V;0.00;0;0
13/2/2011;V;0.00;0;0
14/2/2011;V;171.77;0;1
15/2/2011;V;-30.00;1;0
16/2/2011;V;-30.00;1;0
17/2/2011;V;-30.00;1;0
18/2/2011;V;-30.00;1;0
19/2/2011;V;0.00;0;0
20/2/2011;V;0.00;0;0
21/2/2011;V;-30.00;1;0
22/2/2011;V;-30.00;1;0
23/2/2011;V;-30.00;1;0
24/2/2011;V;-30.00;1;0
25/2/2011;V;-30.00;1;0
26/2/2011;V;0.00;0;0
27/2/2011;V;0.00;0;0
28/2/2011;V;-30.00;1;0
29/2/2011;V;0.00;0;0
30/2/2011;V;0.00;0;0
31/2/2011;V;0.00;0;0
1/3/2011;V;-30.00;1;0
2/3/2011;V;-30.00;1;0
3/3/2011;V;-30.00;1;0
4/3/2011;V;-30.00;1;0
5/3/2011;V;0.00;0;0
6/3/2011;V;0.00;0;0
7/3/2011;V;-30.00;1;0
8/3/2011;V;134.17;0;1
9/3/2011;V;-30.00;1;0
10/3/2011;V;-30.00;1;0
11/3/2011;V;-30.00;1;0
12/3/2011;V;0.00;0;0
13/3/2011;V;0.00;0;0
14/3/2011;V;-30.00;1;0
15/3/2011;V;-30.00;1;0
16/3/2011;V;-30.00;1;0
17/3/2011;V;-30.00;1;0
18/3/2011;V;-30.00;1;0
19/3/2011;V;0.00;0;0
20/3/2011;V;0.00;0;0
21/3/2011;V;-30.00;1;0
22/3/2011;V;54.80;0;0
23/3/2011;V;-30.00;1;0
24/3/2011;V;-30.00;1;0
25/3/2011;V;181.84;0;1
26/3/2011;V;0.00;0;0
27/3/2011;V;0.00;0;0
28/3/2011;V;-30.00;1;0
29/3/2011;V;-30.00;1;0
30/3/2011;V;-30.00;1;0
31/3/2011;V;-30.00;1;0
1/4/2011;V;-30.00;1;0
2/4/2011;V;0.00;0;0
3/4/2011;V;0.00;0;0
4/4/2011;V;-30.00;1;0
5/4/2011;V;-30.00;1;0
6/4/2011;V;-30.00;1;0
7/4/2011;V;-30.00;1;0
8/4/2011;V;-30.00;1;0
9/4/2011;V;0.00;0;0
10/4/2011;V;0.00;0;0
11/4/2011;V;0.00;0;0
12/4/2011;V;-30.00;1;0
13/4/2011;V;62.04;0;0
14/4/2011;V;100.17;0;1
15/4/2011;V;-30.00;1;0
16/4/2011;V;0.00;0;0
17/4/2011;V;0.00;0;0
18/4/2011;V;129.15;0;1
19/4/2011;V;-30.00;1;0
20/4/2011;V;-30.00;1;0
21/4/2011;V;-30.00;1;0
22/4/2011;V;78.18;0;0
23/4/2011;V;0.00;0;0
24/4/2011;V;0.00;0;0
25/4/2011;V;-30.00;1;0
26/4/2011;V;-30.00;1;0
27/4/2011;V;-30.00;1;0
28/4/2011;V;-30.00;1;0
29/4/2011;V;-30.00;1;0
30/4/2011;V;0.00;0;0
31/4/2011;V;0.00;0;0
1/5/2011;V;0.00;0;0
2/5/2011;V;-30.00;1;0
3/5/2011;V;120.45;0;1
4/5/2011;V;-30.00;1;0
5/5/2011;V;-30.00;1;0
6/5/2011;V;-30.00;1;0
7/5/2011;V;0.00;0;0
8/5/2011;V;0.00;0;0
9/5/2011;V;-30.00;1;0
10/5/2011;V;-30.00;1;0
11/5/2011;V;-30.00;1;0
12/5/2011;V;-30.00;1;0
13/5/2011;V;-30.00;1;0
14/5/2011;V;0.00;0;0
15/5/2011;V;0.00;0;0
16/5/2011;V;-30.00;1;0
17/5/2011;V;-30.00;1;0
18/5/2011;V;-30.00;1;0
19/5/2011;V;-30.00;1;0
20/5/2011;V;-30.00;1;0
21/5/2011;V;0.00;0;0
22/5/2011;V;0.00;0;0
23/5/2011;A;-19.25;0;0
24/5/2011;V;-30.00;1;0
25/5/2011;V;-30.00;1;0
26/5/2011;V;-30.00;1;0
27/5/2011;V;-30.00;1;0
28/5/2011;V;0.00;0;0
29/5/2011;V;0.00;0;0
30/5/2011;V;-30.00;1;0
31/5/2011;V;-30.00;1;0
1/6/2011;V;-30.00;1;0
2/6/2011;V;-30.00;1;0
3/6/2011;V;-30.00;1;0
4/6/2011;V;0.00;0;0
5/6/2011;V;0.00;0;0
6/6/2011;V;115.24;0;1
7/6/2011;V;-30.00;1;0
8/6/2011;V;-30.00;1;0
9/6/2011;V;-30.00;1;0
10/6/2011;V;152.18;0;1
11/6/2011;V;0.00;0;0
12/6/2011;V;0.00;0;0
13/6/2011;V;-30.00;1;0
14/6/2011;V;-30.00;1;0
15/6/2011;V;170.56;0;1
16/6/2011;V;-30.00;1;0
17/6/2011;V;-30.00;1;0
18/6/2011;V;0.00;0;0
19/6/2011;V;0.00;0;0
20/6/2011;V;-30.00;1;0
21/6/2011;V;-30.00;1;0
22/6/2011;V;-30.00;1;0
23/6/2011;V;190.61;0;1
24/6/2011;V;-30.00;1;0
25/6/2011;V;0.00;0;0
26/6/2011;V;0.00;0;0
27/6/2011;V;-30.00;1;0
28/6/2011;V;-30.00;1;0
29/6/2011;V;-30.00;1;0
30/6/2011;V;-30.00;1;0
31/6/2011;V;0.00;0;0
1/7/2011;V;70.17;0;0
2/7/2011;V;0.00;0;0
3/7/2011;V;0.00;0;0
4/7/2011;V;53.62;0;0
5/7/2011;V;-30.00;1;0
6/7/2011;V;112.38;0;1
7/7/2011;V;115.15;0;1
8/7/2011;V;123.29;0;1
9/7/2011;V;0.00;0;0
10/7/2011;V;0.00;0;0
11/7/2011;V;132.45;0;1
12/7/2011;V;167.78;0;1
13/7/2011;V;-30.00;1;0
14/7/2011;V;-30.00;1;0
15/7/2011;V;-30.00;1;0
16/7/2011;V;0.00;0;0
17/7/2011;V;0.00;0;0
18/7/2011;V;-30.00;1;0
19/7/2011;V;-30.00;1;0
20/7/2011;V;-30.00;1;0
21/7/2011;V;-30.00;1;0
22/7/2011;V;-30.00;1;0
23/7/2011;V;0.00;0;0
24/7/2011;V;0.00;0;0
25/7/2011;V;-30.00;1;0
26/7/2011;V;35.14;0;0
27/7/2011;V;146.02;0;1
28/7/2011;V;-30.00;1;0
29/7/2011;V;-30.00;1;0
30/7/2011;V;0.00;0;0
31/7/2011;V;0.00;0;0
1/8/2011;V;-30.00;1;0
2/8/2011;V;-30.00;1;0
3/8/2011;V;-30.00;1;0
4/8/2011;V;250.54;0;1
5/8/2011;V;-30.00;1;0
6/8/2011;V;0.00;0;0
7/8/2011;V;0.00;0;0
8/8/2011;V;-30.00;1;0
9/8/2011;V;-30.00;1;0
10/8/2011;V;-30.00;1;0
11/8/2011;V;-30.00;1;0
12/8/2011;V;-30.00;1;0
13/8/2011;V;0.00;0;0
14/8/2011;V;0.00;0;0
15/8/2011;V;-30.00;1;0
16/8/2011;V;-30.00;1;0
17/8/2011;V;-30.00;1;0
18/8/2011;V;-30.00;1;0
19/8/2011;V;-30.00;1;0
20/8/2011;V;0.00;0;0
21/8/2011;V;0.00;0;0
22/8/2011;V;-30.00;1;0
23/8/2011;V;-30.00;1;0
24/8/2011;V;-30.00;1;0
25/8/2011;V;-30.00;1;0
26/8/2011;V;-30.00;1;0
27/8/2011;V;0.00;0;0
28/8/2011;V;0.00;0;0
29/8/2011;V;66.02;0;0
30/8/2011;V;188.80;0;1
31/8/2011;V;-30.00;1;0
1/9/2011;V;160.53;0;1
2/9/2011;V;-30.00;1;0
3/9/2011;V;0.00;0;0
4/9/2011;V;0.00;0;0
5/9/2011;V;-30.00;1;0
6/9/2011;V;-30.00;1;0
7/9/2011;V;-30.00;1;0
8/9/2011;V;169.17;0;1
9/9/2011;V;-30.00;1;0
10/9/2011;V;0.00;0;0
11/9/2011;V;0.00;0;0
12/9/2011;A;193.40;0;1
13/9/2011;V;-30.00;1;0
14/9/2011;V;-30.00;1;0
15/9/2011;V;-30.00;1;0
16/9/2011;V;125.75;0;0
17/9/2011;V;0.00;0;0
18/9/2011;V;0.00;0;0
19/9/2011;V;-30.00;1;0
20/9/2011;V;-30.00;1;0
21/9/2011;V;-30.00;1;0
22/9/2011;V;175.21;0;1
23/9/2011;V;-30.00;1;0
24/9/2011;V;0.00;0;0
25/9/2011;V;0.00;0;0
26/9/2011;V;-30.00;1;0
27/9/2011;V;-30.00;1;0
28/9/2011;V;-30.00;1;0
29/9/2011;V;-30.00;1;0
30/9/2011;V;-30.00;1;0
31/9/2011;V;0.00;0;0
1/10/2011;V;0.00;0;0
2/10/2011;V;0.00;0;0
3/10/2011;V;-30.00;1;0
4/10/2011;V;-30.00;1;0
5/10/2011;V;-30.00;1;0
6/10/2011;V;-30.00;1;0
7/10/2011;V;-30.00;1;0
8/10/2011;V;0.00;0;0
9/10/2011;V;0.00;0;0
10/10/2011;V;-30.00;1;0
11/10/2011;V;-30.00;1;0
12/10/2011;V;-30.00;1;0
13/10/2011;V;-30.00;1;0
14/10/2011;V;-30.00;1;0
15/10/2011;V;0.00;0;0
16/10/2011;V;0.00;0;0
17/10/2011;V;-30.00;1;0
18/10/2011;V;56.75;0;0
19/10/2011;V;-30.00;1;0
20/10/2011;V;-30.00;1;0
21/10/2011;V;-30.00;1;0
22/10/2011;V;0.00;0;0
23/10/2011;V;0.00;0;0
24/10/2011;V;-30.00;1;0
25/10/2011;V;-30.00;1;0
26/10/2011;V;-30.00;1;0
27/10/2011;V;-30.00;1;0
28/10/2011;V;-30.00;1;0
29/10/2011;V;0.00;0;0
30/10/2011;V;0.00;0;0
31/10/2011;V;201.97;0;1
1/11/2011;A;-202.57;0;0
2/11/2011;V;-30.00;1;0
3/11/2011;V;-30.00;1;0
4/11/2011;V;-30.00;1;0
5/11/2011;V;0.00;0;0
6/11/2011;V;0.00;0;0
7/11/2011;V;-30.00;1;0
8/11/2011;V;-30.00;1;0
9/11/2011;V;-30.00;1;0
10/11/2011;A;206.87;0;1
11/11/2011;V;-30.00;1;0
12/11/2011;V;0.00;0;0
13/11/2011;V;0.00;0;0
14/11/2011;V;-30.00;1;0
15/11/2011;V;-30.00;1;0
16/11/2011;V;-30.00;1;0
17/11/2011;V;-30.00;1;0
18/11/2011;V;-30.00;1;0
19/11/2011;V;0.00;0;0
20/11/2011;V;0.00;0;0
21/11/2011;V;-30.00;1;0
22/11/2011;V;-30.00;1;0
23/11/2011;V;-30.00;1;0
24/11/2011;V;-30.00;1;0
25/11/2011;V;202.16;0;1
26/11/2011;V;0.00;0;0
27/11/2011;V;0.00;0;0
28/11/2011;V;-30.00;1;0
29/11/2011;V;-30.00;1;0
30/11/2011;V;-30.00;1;0
31/11/2011;V;0.00;0;0
1/12/2011;V;-30.00;1;0
2/12/2011;V;-30.00;1;0
3/12/2011;V;0.00;0;0
4/12/2011;V;0.00;0;0
5/12/2011;V;-30.00;1;0
6/12/2011;V;-30.00;1;0
7/12/2011;V;-30.00;1;0
8/12/2011;V;-30.00;1;0
9/12/2011;V;-30.00;1;0
10/12/2011;V;0.00;0;0
11/12/2011;V;0.00;0;0
12/12/2011;V;-30.00;1;0
13/12/2011;V;-30.00;1;0
14/12/2011;V;-30.00;1;0
15/12/2011;V;-30.00;1;0
16/12/2011;V;-30.00;1;0
17/12/2011;V;0.00;0;0
18/12/2011;V;0.00;0;0
19/12/2011;V;-30.00;1;0
20/12/2011;V;-30.00;1;0
21/12/2011;V;-30.00;1;0
22/12/2011;V;-30.00;1;0
23/12/2011;V;100.21;0;0
24/12/2011;V;0.00;0;0
25/12/2011;V;0.00;0;0
26/12/2011;V;-3.67;0;0
27/12/2011;V;-7.57;0;0
28/12/2011;V;-30.00;1;0
29/12/2011;V;112.71;0;1
30/12/2011;V;-30.00;1;0
31/12/2011;V;0.00;0;0
1/1/2012;V;0.00;0;0
2/1/2012;V;-30.00;1;0
3/1/2012;V;-30.00;1;0
4/1/2012;V;-30.00;1;0
5/1/2012;V;154.09;0;1
6/1/2012;V;-30.00;1;0
7/1/2012;V;0.00;0;0
8/1/2012;V;0.00;0;0
9/1/2012;V;-30.00;1;0
10/1/2012;V;-30.00;1;0
11/1/2012;V;-30.00;1;0
12/1/2012;V;-30.00;1;0
13/1/2012;V;202.40;0;1
14/1/2012;V;0.00;0;0
15/1/2012;V;0.00;0;0
16/1/2012;V;-30.00;1;0
17/1/2012;V;-30.00;1;0
18/1/2012;V;-30.00;1;0
19/1/2012;V;-30.00;1;0
20/1/2012;V;163.22;0;1
21/1/2012;V;0.00;0;0
22/1/2012;V;0.00;0;0
23/1/2012;V;-30.00;1;0
24/1/2012;V;-30.00;1;0
25/1/2012;V;-30.00;1;0
26/1/2012;V;-30.00;1;0
27/1/2012;V;-30.00;1;0
28/1/2012;V;0.00;0;0
29/1/2012;V;0.00;0;0
30/1/2012;V;78.90;0;0
31/1/2012;V;-30.00;1;0
1/2/2012;V;-30.00;1;0
2/2/2012;V;204.04;0;1
3/2/2012;V;-30.00;1;0
4/2/2012;V;0.00;0;0
5/2/2012;V;0.00;0;0
6/2/2012;V;-30.00;1;0
7/2/2012;V;-30.00;1;0
8/2/2012;V;-30.00;1;0
9/2/2012;V;-30.00;1;0
10/2/2012;V;-30.00;1;0
11/2/2012;V;0.00;0;0
12/2/2012;V;0.00;0;0
13/2/2012;V;-30.00;1;0
14/2/2012;V;-30.00;1;0
15/2/2012;V;-30.00;1;0
16/2/2012;V;-30.00;1;0
17/2/2012;V;-30.00;1;0
18/2/2012;V;0.00;0;0
19/2/2012;V;0.00;0;0
20/2/2012;V;-30.00;1;0
21/2/2012;V;-30.00;1;0
22/2/2012;V;21.95;0;0
23/2/2012;V;-30.00;1;0
24/2/2012;V;-30.00;1;0
25/2/2012;V;0.00;0;0
26/2/2012;V;0.00;0;0
27/2/2012;V;141.33;0;1
28/2/2012;V;-30.00;1;0
29/2/2012;V;-30.00;1;0
30/2/2012;V;0.00;0;0
31/2/2012;V;0.00;0;0
1/3/2012;V;-30.00;1;0
2/3/2012;V;-30.00;1;0
3/3/2012;V;0.00;0;0
4/3/2012;V;0.00;0;0
5/3/2012;V;-30.00;1;0
6/3/2012;V;151.61;0;1
7/3/2012;V;-30.00;1;0
8/3/2012;V;-30.00;1;0
9/3/2012;V;-30.00;1;0
10/3/2012;V;0.00;0;0
11/3/2012;V;0.00;0;0
12/3/2012;V;-30.00;1;0
13/3/2012;V;174.19;0;1
14/3/2012;V;-30.00;1;0
15/3/2012;V;-30.00;1;0
16/3/2012;V;-30.00;1;0
17/3/2012;V;0.00;0;0
18/3/2012;V;0.00;0;0
19/3/2012;V;-30.00;1;0
20/3/2012;V;-30.00;1;0
21/3/2012;V;-30.00;1;0
22/3/2012;V;181.45;0;1
23/3/2012;V;-30.00;1;0
24/3/2012;V;0.00;0;0
25/3/2012;V;0.00;0;0
26/3/2012;V;-30.00;1;0
27/3/2012;V;-30.00;1;0
28/3/2012;V;-30.00;1;0
29/3/2012;V;148.69;0;1
30/3/2012;V;74.09;0;0
31/3/2012;V;0.00;0;0
1/4/2012;V;0.00;0;0
2/4/2012;V;-30.00;1;0
3/4/2012;V;-30.00;1;0
4/4/2012;V;156.91;0;1
5/4/2012;V;158.81;0;1
6/4/2012;V;-30.00;1;0
7/4/2012;V;0.00;0;0
8/4/2012;V;0.00;0;0
9/4/2012;V;-30.00;1;0
10/4/2012;V;-30.00;1;0
11/4/2012;V;-30.00;1;0
12/4/2012;V;-30.00;1;0
13/4/2012;V;-30.00;1;0
14/4/2012;V;0.00;0;0
15/4/2012;V;0.00;0;0
16/4/2012;V;-30.00;1;0
17/4/2012;V;-30.00;1;0
18/4/2012;V;-30.00;1;0
19/4/2012;V;-30.00;1;0
20/4/2012;V;-30.00;1;0
21/4/2012;V;0.00;0;0
22/4/2012;V;0.00;0;0
23/4/2012;V;89.08;0;0
24/4/2012;V;-30.00;1;0
25/4/2012;V;-30.00;1;0
26/4/2012;V;-30.00;1;0
27/4/2012;V;-30.00;1;0
28/4/2012;V;0.00;0;0
29/4/2012;V;0.00;0;0
30/4/2012;V;59.76;0;0
31/4/2012;V;0.00;0;0
1/5/2012;V;-30.00;1;0
2/5/2012;V;115.74;0;1
3/5/2012;V;-30.00;1;0
4/5/2012;V;-30.00;1;0
5/5/2012;V;0.00;0;0
6/5/2012;V;0.00;0;0
