date;gain;minOuverture;minFermeture;isSl;isTp
22/9/11;175.21;0;312;0;1
23/9/11;-30.00;0;259;1;0
26/9/11;-30.00;0;182;1;0
27/9/11;-30.00;0;186;1;0
28/9/11;-30.00;0;189;1;0
29/9/11;-30.00;0;182;1;0
30/9/11;-30.00;0;217;1;0
3/10/11;-30.00;0;209;1;0
4/10/11;-30.00;0;610;1;0
5/10/11;-30.00;0;381;1;0
6/10/11;-30.00;0;254;1;0
7/10/11;-30.00;0;198;1;0
10/10/11;-30.00;0;187;1;0
11/10/11;-30.00;0;197;1;0
12/10/11;-30.00;0;237;1;0
13/10/11;-30.00;0;184;1;0
14/10/11;-30.00;0;267;1;0
17/10/11;-30.00;0;209;1;0
18/10/11;56.75;0;0;0;0
19/10/11;-30.00;0;209;1;0
20/10/11;-30.00;0;249;1;0
21/10/11;-30.00;0;319;1;0
24/10/11;-30.00;0;685;1;0
25/10/11;-30.00;0;182;1;0
26/10/11;-30.00;0;196;1;0
27/10/11;-30.00;0;181;1;0
28/10/11;-30.00;0;259;1;0
31/10/11;201.97;0;677;0;1
1/11/11;-30.00;0;243;1;0
2/11/11;-30.00;0;246;1;0
3/11/11;-30.00;0;245;1;0
4/11/11;-30.00;0;257;1;0
7/11/11;-30.00;0;186;1;0
8/11/11;-30.00;0;186;1;0
9/11/11;-30.00;0;229;1;0
10/11/11;206.87;0;277;0;1
11/11/11;-30.00;0;195;1;0
14/11/11;-30.00;0;194;1;0
15/11/11;-30.00;0;191;1;0
16/11/11;-30.00;0;192;1;0
17/11/11;-30.00;0;188;1;0
18/11/11;-30.00;0;263;1;0
21/11/11;-30.00;0;671;1;0
22/11/11;-30.00;0;186;1;0
23/11/11;-30.00;0;219;1;0
24/11/11;-30.00;0;240;1;0
25/11/11;202.16;0;514;0;1
28/11/11;-30.00;0;196;1;0
29/11/11;-30.00;0;300;1;0
30/11/11;-30.00;0;192;1;0
1/12/11;-30.00;0;194;1;0
2/12/11;-30.00;0;398;1;0
5/12/11;-30.00;0;566;1;0
6/12/11;-30.00;0;201;1;0
7/12/11;-30.00;0;212;1;0
8/12/11;-30.00;0;184;1;0
9/12/11;-30.00;0;189;1;0
12/12/11;-30.00;0;243;1;0
13/12/11;-30.00;0;195;1;0
14/12/11;-30.00;0;210;1;0
15/12/11;-30.00;0;212;1;0
16/12/11;-30.00;0;240;1;0
19/12/11;-30.00;0;186;1;0
20/12/11;-30.00;0;215;1;0
21/12/11;-30.00;0;189;1;0
22/12/11;-30.00;0;183;1;0
23/12/11;100.21;0;0;0;0
26/12/11;-3.67;0;0;0;0
27/12/11;-7.57;0;0;0;0
28/12/11;-30.00;0;242;1;0
29/12/11;112.71;0;383;0;1
30/12/11;-30.00;0;388;1;0
2/1/12;-30.00;0;190;1;0
3/1/12;-30.00;0;275;1;0
4/1/12;-30.00;0;182;1;0
5/1/12;154.09;0;234;0;1
6/1/12;-30.00;0;199;1;0
9/1/12;-30.00;0;182;1;0
10/1/12;-30.00;0;261;1;0
11/1/12;-30.00;0;193;1;0
12/1/12;-30.00;0;208;1;0
13/1/12;202.40;0;421;0;1
16/1/12;-30.00;0;192;1;0
17/1/12;-30.00;0;283;1;0
18/1/12;-30.00;0;280;1;0
19/1/12;-30.00;0;206;1;0
20/1/12;163.22;0;287;0;1
23/1/12;-30.00;0;186;1;0
24/1/12;-30.00;0;250;1;0
25/1/12;-30.00;0;191;1;0
26/1/12;-30.00;0;201;1;0
27/1/12;-30.00;0;198;1;0
30/1/12;78.90;0;0;0;0
31/1/12;-30.00;0;183;1;0
1/2/12;-30.00;0;185;1;0
2/2/12;204.04;0;430;0;1
3/2/12;-30.00;0;226;1;0
6/2/12;-30.00;0;666;1;0
7/2/12;-30.00;0;302;1;0
8/2/12;-30.00;0;185;1;0
9/2/12;-30.00;0;211;1;0
10/2/12;-30.00;0;211;1;0
13/2/12;-30.00;0;193;1;0
14/2/12;-30.00;0;215;1;0
15/2/12;-30.00;0;262;1;0
16/2/12;-30.00;0;591;1;0
17/2/12;-30.00;0;277;1;0
20/2/12;-30.00;0;248;1;0
21/2/12;-30.00;0;228;1;0
22/2/12;21.95;0;0;0;0
23/2/12;-30.00;0;190;1;0
24/2/12;-30.00;0;222;1;0
27/2/12;141.33;0;353;0;1
28/2/12;-30.00;0;203;1;0
29/2/12;-30.00;0;325;1;0
1/3/12;-30.00;0;213;1;0
2/3/12;-30.00;0;187;1;0
5/3/12;-30.00;0;190;1;0
6/3/12;151.61;0;527;0;1
7/3/12;-30.00;0;185;1;0
8/3/12;-30.00;0;253;1;0
9/3/12;-30.00;0;217;1;0
12/3/12;-30.00;0;317;1;0
13/3/12;174.19;0;502;0;1
14/3/12;-30.00;0;299;1;0
15/3/12;-30.00;0;341;1;0
16/3/12;-30.00;0;511;1;0
19/3/12;-30.00;0;640;1;0
20/3/12;-30.00;0;607;1;0
21/3/12;-30.00;0;254;1;0
22/3/12;181.45;0;330;0;1
23/3/12;-30.00;0;271;1;0
26/3/12;-30.00;0;480;1;0
27/3/12;-30.00;0;261;1;0
28/3/12;-30.00;0;183;1;0
29/3/12;148.69;0;505;0;1
30/3/12;74.09;0;0;0;0
2/4/12;-30.00;0;219;1;0
3/4/12;-30.00;0;201;1;0
4/4/12;156.91;0;502;0;1
5/4/12;158.81;0;339;0;1
6/4/12;-30.00;0;510;1;0
9/4/12;-30.00;0;210;1;0
10/4/12;-30.00;0;188;1;0
11/4/12;-30.00;0;360;1;0
12/4/12;-30.00;0;400;1;0
13/4/12;-30.00;0;192;1;0
16/4/12;-30.00;0;339;1;0
17/4/12;-30.00;0;190;1;0
18/4/12;-30.00;0;642;1;0
19/4/12;-30.00;0;190;1;0
20/4/12;-30.00;0;240;1;0
23/4/12;89.08;0;0;0;0
24/4/12;-30.00;0;566;1;0
25/4/12;-30.00;0;218;1;0
26/4/12;-30.00;0;212;1;0
27/4/12;-30.00;0;217;1;0
30/4/12;59.76;0;0;0;0
1/5/12;-30.00;0;235;1;0
2/5/12;115.74;0;235;0;1
3/5/12;-30.00;0;188;1;0
4/5/12;-30.00;0;572;1;0
7/5/12;-30.00;0;226;1;0
8/5/12;-30.00;0;437;1;0
9/5/12;-30.00;0;238;1;0
10/5/12;-30.00;0;556;1;0
11/5/12;-30.00;0;244;1;0
14/5/12;113.69;0;513;0;1
15/5/12;-30.00;0;221;1;0
16/5/12;-30.00;0;237;1;0
17/5/12;128.40;0;446;0;1
18/5/12;-30.00;0;204;1;0
21/5/12;-30.00;0;248;1;0
22/5/12;-30.00;0;196;1;0
23/5/12;139.56;0;266;0;1
24/5/12;152.20;0;240;0;1
25/5/12;-30.00;0;202;1;0
28/5/12;166.32;0;562;0;1
29/5/12;-30.00;0;182;1;0
30/5/12;178.32;0;637;0;1
31/5/12;-30.00;0;188;1;0
1/6/12;-30.00;0;561;1;0
4/6/12;-30.00;0;257;1;0
5/6/12;194.43;0;439;0;1
6/6/12;-30.00;0;216;1;0
7/6/12;-30.00;0;301;1;0
8/6/12;46.81;0;0;0;0
11/6/12;150.45;0;355;0;1
12/6/12;-30.00;0;183;1;0
13/6/12;-30.00;0;192;1;0
14/6/12;-30.00;0;182;1;0
15/6/12;-30.00;0;287;1;0
18/6/12;-30.00;0;188;1;0
19/6/12;-30.00;0;182;1;0
20/6/12;-30.00;0;279;1;0
21/6/12;-30.00;0;443;1;0
22/6/12;-30.00;0;204;1;0
25/6/12;66.93;0;0;0;0
26/6/12;-30.00;0;206;1;0
27/6/12;87.17;0;0;0;0
28/6/12;119.25;0;236;0;1
29/6/12;-30.00;0;181;1;0
2/7/12;-30.00;0;203;1;0
3/7/12;-30.00;0;692;1;0
4/7/12;161.42;0;646;0;1
5/7/12;171.49;0;471;0;1
6/7/12;-30.00;0;225;1;0
9/7/12;-30.00;0;389;1;0
10/7/12;-30.00;0;272;1;0
11/7/12;-30.00;0;207;1;0
12/7/12;66.74;0;0;0;0
13/7/12;-30.00;0;289;1;0
16/7/12;-30.00;0;208;1;0
17/7/12;-30.00;0;204;1;0
18/7/12;55.19;0;0;0;0
19/7/12;-30.00;0;187;1;0
20/7/12;-30.00;0;187;1;0
23/7/12;-30.00;0;291;1;0
24/7/12;-30.00;0;185;1;0
25/7/12;-30.00;0;180;1;0
26/7/12;-30.00;0;376;1;0
27/7/12;-30.00;0;418;1;0
30/7/12;-30.00;0;193;1;0
31/7/12;-30.00;0;359;1;0
1/8/12;-30.00;0;191;1;0
2/8/12;-30.00;0;208;1;0
3/8/12;-30.00;0;236;1;0
6/8/12;-30.00;0;474;1;0
7/8/12;-30.00;0;194;1;0
8/8/12;-30.00;0;225;1;0
9/8/12;160.29;0;376;0;1
10/8/12;-30.00;0;630;1;0
13/8/12;-30.00;0;195;1;0
14/8/12;-30.00;0;204;1;0
15/8/12;153.79;0;480;0;1
16/8/12;-30.00;0;261;1;0
17/8/12;181.85;0;625;0;1
20/8/12;34.72;0;0;0;0
21/8/12;-30.00;0;206;1;0
22/8/12;-30.00;0;263;1;0
23/8/12;-30.00;0;633;1;0
24/8/12;158.92;0;525;0;1
27/8/12;-30.00;0;193;1;0
28/8/12;-30.00;0;229;1;0
29/8/12;-30.00;0;273;1;0
30/8/12;-30.00;0;309;1;0
31/8/12;-30.00;0;243;1;0
3/9/12;-30.00;0;194;1;0
4/9/12;124.75;0;540;0;1
5/9/12;-30.00;0;340;1;0
6/9/12;-30.00;0;465;1;0
7/9/12;-30.00;0;184;1;0
10/9/12;-30.00;0;201;1;0
11/9/12;-30.00;0;207;1;0
12/9/12;-30.00;0;259;1;0
13/9/12;-30.00;0;280;1;0
14/9/12;-30.00;0;356;1;0
17/9/12;-30.00;0;557;1;0
18/9/12;-30.00;0;192;1;0
19/9/12;126.34;0;345;0;1
20/9/12;-30.00;0;282;1;0
21/9/12;-30.00;0;185;1;0
24/9/12;-30.00;0;185;1;0
25/9/12;-30.00;0;205;1;0
26/9/12;-30.00;0;334;1;0
27/9/12;135.75;0;691;0;1
28/9/12;-30.00;0;219;1;0
1/10/12;-30.00;0;193;1;0
2/10/12;-30.00;0;213;1;0
3/10/12;-30.00;0;221;1;0
4/10/12;-30.00;0;463;1;0
5/10/12;-30.00;0;458;1;0
8/10/12;29.34;0;0;0;0
9/10/12;129.36;0;225;0;1
10/10/12;-30.00;0;471;1;0
11/10/12;-30.00;0;197;1;0
12/10/12;-30.00;0;195;1;0
15/10/12;-30.00;0;190;1;0
16/10/12;-30.00;0;217;1;0
17/10/12;-30.00;0;385;1;0
18/10/12;-30.00;0;325;1;0
19/10/12;-30.00;0;192;1;0
22/10/12;-30.00;0;376;1;0
23/10/12;100.40;0;511;0;1
24/10/12;107.04;0;240;0;1
25/10/12;-30.00;0;228;1;0
26/10/12;-30.00;0;284;1;0
29/10/12;-30.00;0;689;1;0
30/10/12;-30.00;0;245;1;0
31/10/12;-30.00;0;250;1;0
1/11/12;-30.00;0;389;1;0
2/11/12;111.46;0;518;0;1
5/11/12;-30.00;0;270;1;0
6/11/12;-30.00;0;285;1;0
7/11/12;113.07;0;378;0;1
8/11/12;59.92;0;0;0;0
9/11/12;113.79;0;477;0;1
12/11/12;-30.00;0;364;1;0
13/11/12;-30.00;0;397;1;0
14/11/12;-30.00;0;283;1;0
15/11/12;-30.00;0;191;1;0
16/11/12;93.79;0;602;0;1
19/11/12;-30.00;0;224;1;0
20/11/12;-30.00;0;196;1;0
21/11/12;-30.00;0;246;1;0
22/11/12;-30.00;0;223;1;0
23/11/12;-30.00;0;503;1;0
26/11/12;10.87;0;0;0;0
27/11/12;101.20;0;328;0;1
28/11/12;-30.00;0;188;1;0
29/11/12;-30.00;0;216;1;0
30/11/12;105.17;0;513;0;1
3/12/12;-30.00;0;271;1;0
4/12/12;-30.00;0;338;1;0
5/12/12;96.92;0;414;0;1
6/12/12;-30.00;0;214;1;0
7/12/12;118.83;0;521;0;1
10/12/12;-30.00;0;187;1;0
11/12/12;-30.00;0;205;1;0
12/12/12;-30.00;0;260;1;0
13/12/12;-30.00;0;206;1;0
14/12/12;-30.00;0;666;1;0
17/12/12;-30.00;0;482;1;0
18/12/12;-30.00;0;289;1;0
19/12/12;-30.00;0;267;1;0
20/12/12;-30.00;0;191;1;0
21/12/12;-30.00;0;231;1;0
24/12/12;-30.00;0;200;1;0
26/12/12;-30.00;0;585;1;0
27/12/12;-30.00;0;187;1;0
28/12/12;128.74;0;252;0;1
31/12/12;-30.00;0;536;1;0
2/1/13;-30.00;0;214;1;0
3/1/13;-30.00;0;192;1;0
4/1/13;-30.00;0;202;1;0
7/1/13;-30.00;0;316;1;0
8/1/13;-30.00;0;243;1;0
9/1/13;-30.00;0;194;1;0
10/1/13;-30.00;0;286;1;0
11/1/13;-30.00;0;496;1;0
14/1/13;13.01;0;0;0;0
15/1/13;-30.00;0;205;1;0
16/1/13;-30.00;0;317;1;0
17/1/13;-30.00;0;182;1;0
18/1/13;134.55;0;344;0;1
21/1/13;18.02;0;0;0;0
22/1/13;125.37;0;245;0;1
23/1/13;-30.00;0;259;1;0
24/1/13;-30.00;0;208;1;0
25/1/13;-30.00;0;227;1;0
28/1/13;-30.00;0;268;1;0
29/1/13;-30.00;0;216;1;0
30/1/13;-30.00;0;259;1;0
31/1/13;-30.00;0;238;1;0
1/2/13;-30.00;0;237;1;0
4/2/13;128.09;0;354;0;1
5/2/13;-30.00;0;187;1;0
6/2/13;37.21;0;0;0;0
7/2/13;-30.00;0;197;1;0
8/2/13;-30.00;0;195;1;0
11/2/13;-30.00;0;234;1;0
12/2/13;-30.00;0;241;1;0
13/2/13;-30.00;0;242;1;0
14/2/13;-30.00;0;210;1;0
15/2/13;159.28;0;446;0;1
18/2/13;-30.00;0;261;1;0
19/2/13;-30.00;0;192;1;0
20/2/13;-30.00;0;238;1;0
21/2/13;124.60;0;221;0;1
22/2/13;-30.00;0;198;1;0
25/2/13;-30.00;0;187;1;0
26/2/13;135.37;0;290;0;1
27/2/13;-30.00;0;303;1;0
28/2/13;147.60;0;639;0;1
1/3/13;-30.00;0;193;1;0
4/3/13;29.52;0;0;0;0
5/3/13;-30.00;0;195;1;0
6/3/13;-30.00;0;230;1;0
7/3/13;-30.00;0;187;1;0
8/3/13;-30.00;0;200;1;0
11/3/13;-20.99;0;0;0;0
12/3/13;-30.00;0;335;1;0
13/3/13;151.54;0;440;0;1
14/3/13;-30.00;0;259;1;0
15/3/13;-30.00;0;335;1;0
18/3/13;-30.00;0;247;1;0
19/3/13;-30.00;0;360;1;0
20/3/13;-30.00;0;265;1;0
21/3/13;65.88;0;0;0;0
22/3/13;-30.00;0;274;1;0
25/3/13;-30.00;0;319;1;0
26/3/13;-30.00;0;294;1;0
27/3/13;-30.00;0;299;1;0
28/3/13;-30.00;0;250;1;0
29/3/13;-30.00;0;257;1;0
1/4/13;-30.00;0;226;1;0
2/4/13;-30.00;0;182;1;0
3/4/13;-30.00;0;266;1;0
4/4/13;101.63;0;517;0;1
5/4/13;-30.00;0;261;1;0
8/4/13;-30.00;0;247;1;0
9/4/13;-30.00;0;331;1;0
10/4/13;-30.00;0;181;1;0
11/4/13;-30.00;0;210;1;0
12/4/13;137.98;0;525;0;1
15/4/13;-30.00;0;211;1;0
16/4/13;-30.00;0;333;1;0
17/4/13;-30.00;0;290;1;0
18/4/13;-30.00;0;345;1;0
19/4/13;-30.00;0;285;1;0
22/4/13;34.44;0;0;0;0
23/4/13;-30.00;0;181;1;0
24/4/13;-30.00;0;289;1;0
25/4/13;-30.00;0;299;1;0
26/4/13;-30.00;0;217;1;0
29/4/13;-30.00;0;187;1;0
30/4/13;-30.00;0;560;1;0
1/5/13;-30.00;0;264;1;0
2/5/13;-30.00;0;219;1;0
3/5/13;-30.00;0;279;1;0
6/5/13;-30.00;0;241;1;0
7/5/13;-30.00;0;206;1;0
8/5/13;-30.00;0;288;1;0
9/5/13;-30.00;0;254;1;0
10/5/13;182.24;0;670;0;1
13/5/13;-30.00;0;601;1;0
14/5/13;-30.00;0;310;1;0
15/5/13;-30.00;0;226;1;0
16/5/13;-30.00;0;340;1;0
17/5/13;-30.00;0;224;1;0
20/5/13;-30.00;0;203;1;0
21/5/13;-30.00;0;682;1;0
22/5/13;-30.00;0;187;1;0
23/5/13;-30.00;0;191;1;0
24/5/13;-30.00;0;240;1;0
27/5/13;-30.00;0;207;1;0
28/5/13;-30.00;0;222;1;0
29/5/13;-30.00;0;191;1;0
30/5/13;-30.00;0;200;1;0
31/5/13;158.32;0;366;0;1
3/6/13;-30.00;0;233;1;0
4/6/13;-30.00;0;184;1;0
5/6/13;-30.00;0;495;1;0
6/6/13;-30.00;0;518;1;0
7/6/13;-30.00;0;442;1;0
10/6/13;-30.00;0;235;1;0
11/6/13;-30.00;0;259;1;0
12/6/13;-30.00;0;184;1;0
13/6/13;137.27;0;510;0;1
14/6/13;-30.00;0;200;1;0
17/6/13;-30.00;0;217;1;0
18/6/13;-30.00;0;208;1;0
19/6/13;-0.22;0;0;0;0
20/6/13;-30.00;0;224;1;0
21/6/13;82.17;0;484;0;1
24/6/13;-30.00;0;210;1;0
25/6/13;99.08;0;510;0;1
26/6/13;105.08;0;386;0;1
27/6/13;-30.00;0;585;1;0
28/6/13;-30.00;0;379;1;0
1/7/13;-30.00;0;202;1;0
2/7/13;120.36;0;298;0;1
3/7/13;122.97;0;237;0;1
4/7/13;-30.00;0;426;1;0
5/7/13;153.62;0;510;0;1
8/7/13;-30.00;0;220;1;0
9/7/13;165.38;0;620;0;1
10/7/13;-30.00;0;196;1;0
11/7/13;-30.00;0;399;1;0
12/7/13;140.02;0;563;0;1
15/7/13;-30.00;0;231;1;0
16/7/13;-30.00;0;194;1;0
17/7/13;-30.00;0;238;1;0
18/7/13;-30.00;0;250;1;0
19/7/13;-6.39;0;0;0;0
22/7/13;-30.00;0;205;1;0
23/7/13;-30.00;0;196;1;0
24/7/13;-30.00;0;208;1;0
25/7/13;-30.00;0;240;1;0
26/7/13;-30.00;0;241;1;0
29/7/13;-30.00;0;257;1;0
30/7/13;-30.00;0;240;1;0
31/7/13;-30.00;0;190;1;0
1/8/13;120.73;0;512;0;1
2/8/13;-30.00;0;510;1;0
5/8/13;-30.00;0;202;1;0
6/8/13;-30.00;0;303;1;0
7/8/13;-30.00;0;380;1;0
8/8/13;-30.00;0;180;1;0
9/8/13;111.38;0;0;0;0
12/8/13;14.19;0;0;0;0
13/8/13;115.74;0;527;0;1
14/8/13;-30.00;0;235;1;0
15/8/13;101.65;0;516;0;1
16/8/13;-30.00;0;191;1;0
19/8/13;-30.00;0;343;1;0
20/8/13;-30.00;0;245;1;0
21/8/13;112.62;0;683;0;1
22/8/13;-30.00;0;208;1;0
23/8/13;-30.00;0;277;1;0
26/8/13;-30.00;0;511;1;0
27/8/13;-30.00;0;191;1;0
28/8/13;109.78;0;573;0;1
29/8/13;96.98;0;0;0;0
30/8/13;-30.00;0;243;1;0
2/9/13;61.06;0;0;0;0
3/9/13;-30.00;0;363;1;0
4/9/13;-30.00;0;406;1;0
5/9/13;-30.00;0;272;1;0
6/9/13;-30.00;0;510;1;0
9/9/13;-30.00;0;270;1;0
10/9/13;-30.00;0;555;1;0
11/9/13;-30.00;0;256;1;0
12/9/13;-30.00;0;624;1;0
13/9/13;-30.00;0;228;1;0
16/9/13;-30.00;0;535;1;0
17/9/13;-30.00;0;300;1;0
18/9/13;15.50;0;0;0;0
19/9/13;-30.00;0;235;1;0
20/9/13;-30.00;0;385;1;0
23/9/13;62.86;0;238;0;1
24/9/13;-30.00;0;194;1;0
25/9/13;-30.00;0;231;1;0
26/9/13;86.32;0;659;0;1
27/9/13;-30.00;0;322;1;0
30/9/13;-30.00;0;211;1;0
1/10/13;110.02;0;600;0;1
2/10/13;-30.00;0;242;1;0
3/10/13;-30.00;0;600;1;0
4/10/13;88.76;0;0;0;0
7/10/13;-30.00;0;279;1;0
8/10/13;-30.00;0;327;1;0
9/10/13;91.53;0;525;0;1
10/10/13;-30.00;0;284;1;0
11/10/13;-30.00;0;225;1;0
14/10/13;-30.00;0;515;1;0
15/10/13;84.78;0;301;0;1
16/10/13;-30.00;0;249;1;0
17/10/13;-30.00;0;198;1;0
18/10/13;-30.00;0;377;1;0
21/10/13;20.40;0;0;0;0
22/10/13;-30.00;0;510;1;0
23/10/13;-30.00;0;586;1;0
24/10/13;90.22;0;249;0;1
25/10/13;-30.00;0;236;1;0
28/10/13;43.45;0;0;0;0
29/10/13;-30.00;0;621;1;0
30/10/13;-30.00;0;288;1;0
31/10/13;-30.00;0;263;1;0
1/11/13;107.18;0;550;0;1
4/11/13;-30.00;0;234;1;0
5/11/13;-30.00;0;306;1;0
6/11/13;-30.00;0;278;1;0
7/11/13;99.65;0;465;0;1
8/11/13;-30.00;0;294;1;0
11/11/13;-30.00;0;262;1;0
12/11/13;-30.00;0;355;1;0
13/11/13;-30.00;0;531;1;0
14/11/13;-30.00;0;189;1;0
15/11/13;-30.00;0;489;1;0
18/11/13;-30.00;0;259;1;0
19/11/13;-30.00;0;182;1;0
20/11/13;106.91;0;622;0;1
21/11/13;-30.00;0;208;1;0
22/11/13;-30.00;0;185;1;0
25/11/13;84.87;0;0;0;0
26/11/13;-30.00;0;199;1;0
27/11/13;-30.00;0;240;1;0
28/11/13;-30.00;0;180;1;0
29/11/13;4.63;0;0;0;0
2/12/13;58.49;0;244;0;1
3/12/13;-30.00;0;225;1;0
4/12/13;-30.00;0;214;1;0
5/12/13;66.00;0;255;0;1
6/12/13;-30.00;0;276;1;0
9/12/13;-30.00;0;218;1;0
10/12/13;-30.00;0;536;1;0
11/12/13;-30.00;0;549;1;0
12/12/13;90.44;0;521;0;1
13/12/13;-30.00;0;213;1;0
16/12/13;-30.00;0;259;1;0
17/12/13;101.58;0;628;0;1
18/12/13;13.94;0;0;0;0
19/12/13;49.32;0;0;0;0
20/12/13;-30.00;0;246;1;0
23/12/13;-30.00;0;461;1;0
24/12/13;27.84;0;0;0;0
26/12/13;-3.07;0;0;0;0
27/12/13;-30.00;0;185;1;0
30/12/13;-30.00;0;377;1;0
31/12/13;16.54;0;0;0;0
2/1/14;63.69;0;365;0;1
3/1/14;81.45;0;549;0;1
6/1/14;-30.00;0;199;1;0
7/1/14;-30.00;0;247;1;0
8/1/14;104.55;0;498;0;1
9/1/14;-30.00;0;245;1;0
10/1/14;-30.00;0;510;1;0
13/1/14;66.69;0;0;0;0
14/1/14;-30.00;0;203;1;0
15/1/14;90.98;0;510;0;1
16/1/14;-30.00;0;259;1;0
17/1/14;89.52;0;646;0;1
20/1/14;-30.00;0;286;1;0
21/1/14;-30.00;0;680;1;0
22/1/14;-30.00;0;399;1;0
23/1/14;-30.00;0;188;1;0
24/1/14;-30.00;0;386;1;0
27/1/14;-30.00;0;240;1;0
28/1/14;-30.00;0;564;1;0
29/1/14;-30.00;0;211;1;0
30/1/14;112.81;0;486;0;1
31/1/14;-30.00;0;398;1;0
3/2/14;-30.00;0;185;1;0
4/2/14;40.60;0;0;0;0
5/2/14;-30.00;0;219;1;0
6/2/14;-30.00;0;514;1;0
7/2/14;-30.00;0;510;1;0
10/2/14;-7.04;0;0;0;0
11/2/14;-30.00;0;190;1;0
12/2/14;-30.00;0;286;1;0
13/2/14;-30.00;0;262;1;0
14/2/14;39.40;0;0;0;0
17/2/14;-5.04;0;0;0;0
18/2/14;-30.00;0;344;1;0
19/2/14;0.22;0;0;0;0
20/2/14;60.56;0;208;0;1
21/2/14;-30.00;0;588;1;0
24/2/14;-30.00;0;188;1;0
25/2/14;-30.00;0;576;1;0
26/2/14;-30.00;0;250;1;0
27/2/14;-30.00;0;666;1;0
28/2/14;-30.00;0;293;1;0
3/3/14;-30.00;0;240;1;0
4/3/14;-30.00;0;194;1;0
5/3/14;-30.00;0;496;1;0
6/3/14;-30.00;0;419;1;0
7/3/14;-30.00;0;345;1;0
10/3/14;33.47;0;0;0;0
11/3/14;-30.00;0;255;1;0
12/3/14;-30.00;0;341;1;0
13/3/14;88.02;0;746;0;1
14/3/14;-30.00;0;321;1;0
17/3/14;-30.00;0;296;1;0
18/3/14;-30.00;0;469;1;0
19/3/14;8.83;0;0;0;0
20/3/14;91.68;0;326;0;1
21/3/14;-30.00;0;274;1;0
24/3/14;-30.00;0;240;1;0
25/3/14;77.44;0;530;0;1
26/3/14;63.41;0;0;0;0
27/3/14;88.79;0;725;0;1
28/3/14;82.13;0;255;0;1
31/3/14;-30.00;0;253;1;0
1/4/14;-30.00;0;188;1;0
2/4/14;79.61;0;604;0;1
3/4/14;-30.00;0;513;1;0
4/4/14;-30.00;0;510;1;0
7/4/14;-30.00;0;375;1;0
8/4/14;-30.00;0;200;1;0
9/4/14;-30.00;0;234;1;0
10/4/14;-30.00;0;191;1;0
11/4/14;-10.37;0;0;0;0
14/4/14;-30.00;0;201;1;0
15/4/14;-30.00;0;613;1;0
16/4/14;-30.00;0;218;1;0
17/4/14;-30.00;0;318;1;0
18/4/14;7.82;0;0;0;0
21/4/14;61.77;0;663;0;1
22/4/14;-30.00;0;390;1;0
23/4/14;-30.00;0;240;1;0
24/4/14;-30.00;0;240;1;0
25/4/14;-30.00;0;320;1;0
28/4/14;-30.00;0;199;1;0
29/4/14;66.14;0;481;0;1
30/4/14;75.13;0;300;0;1
1/5/14;44.29;0;0;0;0
2/5/14;72.00;0;510;0;1
5/5/14;-12.76;0;0;0;0
6/5/14;-30.00;0;195;1;0
7/5/14;-30.00;0;499;1;0
8/5/14;-30.00;0;276;1;0
9/5/14;69.99;0;422;0;1
12/5/14;22.66;0;0;0;0
13/5/14;69.75;0;369;0;1
14/5/14;3.06;0;0;0;0
15/5/14;72.50;0;232;0;1
16/5/14;-30.00;0;207;1;0
19/5/14;-30.00;0;531;1;0
20/5/14;-11.39;0;0;0;0
21/5/14;50.19;0;396;0;1
22/5/14;-30.00;0;212;1;0
23/5/14;62.34;0;276;0;1
26/5/14;-30.00;0;211;1;0
27/5/14;61.85;0;630;0;1
28/5/14;70.06;0;565;0;1
29/5/14;-30.00;0;282;1;0
30/5/14;-30.00;0;550;1;0
3/6/14;-30.00;0;439;1;0
4/6/14;-30.00;0;289;1;0
5/6/14;-30.00;0;465;1;0
6/6/14;-30.00;0;514;1;0
9/6/14;87.46;0;354;0;1
10/6/14;96.90;0;351;0;1
11/6/14;-30.00;0;447;1;0
12/6/14;-30.00;0;686;1;0
13/6/14;91.62;0;649;0;1
16/6/14;-30.00;0;524;1;0
17/6/14;-30.00;0;288;1;0
18/6/14;-30.00;0;295;1;0
19/6/14;-30.00;0;260;1;0
20/6/14;89.06;0;501;0;1
23/6/14;25.36;0;0;0;0
24/6/14;-30.00;0;301;1;0
25/6/14;-30.00;0;510;1;0
26/6/14;75.60;0;515;0;1
27/6/14;5.28;0;0;0;0
30/6/14;-30.00;0;223;1;0
1/7/14;-30.00;0;342;1;0
2/7/14;77.15;0;495;0;1
3/7/14;67.13;0;510;0;1
4/7/14;9.04;0;0;0;0
7/7/14;-30.00;0;246;1;0
8/7/14;-30.00;0;588;1;0
9/7/14;-30.00;0;621;1;0
10/7/14;52.52;0;438;0;1
11/7/14;-30.00;0;255;1;0
14/7/14;-30.00;0;195;1;0
15/7/14;-30.00;0;241;1;0
16/7/14;64.16;0;366;0;1
17/7/14;-30.00;0;345;1;0
18/7/14;-30.00;0;276;1;0
21/7/14;27.26;0;0;0;0
22/7/14;51.68;0;252;0;1
23/7/14;5.13;0;0;0;0
24/7/14;-30.00;0;212;1;0
25/7/14;46.99;0;240;0;1
28/7/14;-8.04;0;0;0;0
29/7/14;-30.00;0;320;1;0
30/7/14;46.01;0;510;0;1
31/7/14;4.71;0;0;0;0
1/8/14;-30.00;0;362;1;0
4/8/14;10.06;0;0;0;0
5/8/14;54.48;0;277;0;1
